usedcarskuid,loc,myear,body,transmission,fuel,km,ip,images,imgcount,threesixty,dvn,oem,model,variant,city,listed_price,discountvalue,utype,cartype,top_features,comfort_features,interior_features,exterior_features,safety_features,color,engine type,no of cylinder,valves per cylinder,valve configuration,turbo charger,super charger,length,width,height,wheel base,front tread,rear tread,kerb weight,gross weight,gear box,drive type,seats,steering type,turning radius,front brake type,rear brake type,top speed,acceleration,tyre type,doors,cargo volume,model_type_new,state,exterior_color,owner_type,fuel suppy system,compression ratio,alloy wheel size,ground clearance unladen,max power delivered,max power at,max torque delivered,max torque at,bore,stroke
1885b2d7-528c-4c7a-b3e2-291513cf34ea,,2013,sedan,manual,cng,120000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3647842/img-20230301-wa0010.jpg'}],1,False,hyundai accent executive cng,hyundai,hyundai accent,executive cng,aligarh,190000.0,0,individual,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'power adjustable exterior rear view mirror', 'centeral locking', 'child safety locks']","['power steering', 'power windows front', 'power windows rear', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'trunk light', 'rear seat headrest', 'cup holders front', 'seat lumbar support']","['air conditioner', 'heater', 'tachometer', 'electronic multi tripmeter', 'fabric upholstery', 'leather steering wheel', 'glove compartment']","['adjustable head lights', 'power adjustable exterior rear view mirror', 'manually adjustable exterior rear view mirror', 'rear window defogger', 'wheel covers', 'tinted glass']","['centeral locking', 'child safety locks', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer']",white,bifuel engine,4.0,4.0,sohc,False,False,4250.0,1670.0,1370.0,2440.0,1435.0,1425.0,1039.0,1525.0,5 speed,fwd,5.0,power,5.0,ventilated disc,drum,,,tubeless radial,4.0,380.0,used,uttar pradesh,white,first,Multi-Point Fuel Injection,9.0,13.0,,93.7,5500.0,124.5,3500.0,75.5,
122fcac1-ee3d-4fda-bf74-14ddc68c301b,noida,2021,hatchback,manual,cng,23484.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_1710496_94_1678598720.jpg?imwidth=640'}],23,False,maruti wagon r cng lxi opt,maruti,maruti wagon r,cng lxi opt,noida,580000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'centeral locking']","['power steering', 'power windows front', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front', 'gear shift indicator']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'halogen headlamps']","['anti lock braking system', 'centeral locking', 'child safety locks', 'driver air bag', 'passenger air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'ebd', 'anti theft device', 'pretensioners and force limiter seatbelts', 'speed alert', 'no of airbags']",solid white,k10b petrol engine,3.0,4.0,dohc,False,False,3655.0,1620.0,1675.0,2435.0,,,905.0,1340.0,5 speed,fwd,5.0,power,4.7,disc,drum,,18.6,tubeless,5.0,341.0,used,uttar pradesh,solid white,first,Multi-Point Fuel Injection,,,,58.33,5500.0,78.0,3500.0,73.0,
977d61cc-bd23-40ec-9d99-81317084e1e1,,2020,minivans,manual,cng,15000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3647197/img-20230313-wa0007.jpg'}],6,False,maruti eeco cng 5 seater ac bsiv,maruti,maruti eeco,cng 5 seater ac bsiv,kengeri,492801.0,0,individual,partner,"['low fuel warning light', 'accessory power outlet', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'child safety locks']","['low fuel warning light', 'accessory power outlet', 'rear seat headrest']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'wheel covers', 'halogen headlamps']","['anti lock braking system', 'child safety locks', 'driver air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'ebd', 'speed alert', 'no of airbags']",gray,in-line engine,4.0,4.0,dohc,False,False,3675.0,1475.0,1825.0,2350.0,1280.0,1290.0,1050.0,1510.0,5 speed,rwd,5.0,manual,4.5,disc,drum,145.0,15.7,tubeless,5.0,275.0,used,karnataka,gray,first,Multi-Point Fuel Injection,9.9,,,61.7,6000.0,85.0,3000.0,,
b0d10465-4c8d-4168-8f3a-18de4bdf71ae,,2022,,manual,cng,25000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3647179/img-20230309-wa0003.jpg'}],3,False,maruti eeco 5 seater ac cng,maruti,maruti eeco,5 seater ac cng,kanpur,530000.0,0,individual,partner,"['accessory power outlet', 'rear seat headrest', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'child safety locks']","['accessory power outlet', 'rear seat headrest']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'halogen headlamps']","['anti lock braking system', 'child safety locks', 'driver air bag', 'passenger air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'adjustable seats', 'engine immobilizer', 'crash sensor', 'ebd', 'speed alert']",white,k12n,4.0,4.0,,True,True,3675.0,1475.0,1825.0,2350.0,1280.0,1290.0,1050.0,,5 speed,,5.0,manual,4.5,disc,drum,,,tubeless,5.0,,used,uttar pradesh,white,first,,,,,70.67,6000.0,95.0,3000.0,,
24de0c8b-3b2f-49c0-b10d-8d47ab309d07,gurgaon,2022,,manual,cng,9955.0,0,[{'img': 'https://dealeradmin.gaadi.com/user/server/php/files72/img2723272/vcc_1710369_94_1678564226.jpg?imwidth=640'}],20,False,maruti eeco 5 seater ac cng,maruti,maruti eeco,5 seater ac cng,gurgaon,620000.0,0,dealer,partner,"['accessory power outlet', 'rear seat headrest', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'child safety locks']","['accessory power outlet', 'rear seat headrest']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'halogen headlamps']","['anti lock braking system', 'child safety locks', 'driver air bag', 'passenger air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'adjustable seats', 'engine immobilizer', 'crash sensor', 'ebd', 'speed alert']",white,k12n,4.0,4.0,,True,True,3675.0,1475.0,1825.0,2350.0,1280.0,1290.0,1050.0,,5 speed,,5.0,manual,4.5,disc,drum,,,tubeless,5.0,,used,haryana,white,first,,,,,70.67,6000.0,95.0,3000.0,,
befeace5-1427-4b82-b955-ba2c95e1b31c,,2012,sedan,manual,cng,130000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3647107/9084f5cc-dfa3-4e10-9252-16450fa4511e.jpg'}],7,False,honda city cng,honda,honda city,cng,rajkot,301000.0,0,individual,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'vanity mirror', 'rear seat headrest', 'rear seat centre arm rest', 'cup holders front', 'cup holders rear', 'seat lumbar support', 'multifunction steering wheel', 'cruise control', 'navigation system', 'smart access card entry', 'engine start stop button']","['air conditioner', 'heater', 'adjustable steering', 'electronic multi tripmeter', 'leather seats', 'leather steering wheel', 'glove compartment']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'rear window defogger', 'alloy wheels', 'integrated antenna', 'tinted glass', 'sun roof', 'outside rear view mirror turn indicators', 'chrome grille']","['anti lock braking system', 'brake assist', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer']",white,sohc i-vtec,4.0,4.0,sohc,False,False,4440.0,1695.0,1485.0,2550.0,,,1095.0,,5 speed,fwd,5.0,power,5.3,disc,drum,,,tubeless radial,4.0,506.0,used,gujarat,white,fourth,Electronic Fuel Injection,,15.0,,116.3,6600.0,146.0,4800.0,,
3b5e69fb-7398-40b7-8dd1-d780ea8cfb9c,new delhi g.p.o.,2021,minivans,manual,cng,62386.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/vcc_1710302_94_1678536606.jpg?imwidth=640'}],23,False,maruti eeco cng 5 seater ac,maruti,maruti eeco,cng 5 seater ac,new delhi,500000.0,0,dealer,partner,"['accessory power outlet', 'rear seat headrest', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'child safety locks']","['accessory power outlet', 'rear seat headrest']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'halogen headlamps']","['anti lock braking system', 'child safety locks', 'driver air bag', 'passenger air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'adjustable seats', 'crash sensor', 'ebd', 'speed alert']",silver,g12b,4.0,4.0,,True,True,3675.0,1475.0,1825.0,2350.0,1280.0,1290.0,1050.0,,5 speed,,5.0,manual,4.5,disc,drum,,,tubeless,5.0,,used,delhi,silver,first,,,,,61.68,6000.0,85.0,3000.0,,
73ddba17-5697-46fb-9f4a-6eb7cf99bc04,gurgaon,2018,hatchback,manual,cng,83949.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_641437221f4d2_1679046434.jpg?imwidth=640'}],12,False,maruti alto 800 cng lxi,maruti,maruti alto 800,cng lxi,gurgaon,300000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'child safety locks', 'passenger side rear view mirror']","['power steering', 'power windows front', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'rear seat headrest']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'digital clock']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'wheel covers', 'power antenna']","['child safety locks', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'anti theft device']",white,f8d engine,3.0,4.0,dohc,False,False,3430.0,1490.0,1475.0,2360.0,1295.0,1290.0,810.0,1185.0,5 speed,fwd,5.0,power,4.6,disc,drum,140.0,19.0,tubeless,5.0,177.0,used,haryana,white,first,Multi-Point Fuel Injection,,,,40.3,6000.0,60.0,3500.0,,
62282f7d-840f-4200-b7f5-9ed8dade6d69,,2014,muv,manual,cng,83500.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3647055/img_1136.jpg'}],13,False,maruti ertiga vxi cng,maruti,maruti ertiga,vxi cng,mumbai,600000.0,0,individual,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'centeral locking', 'power door locks', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'rear acvents']","['air conditioner', 'heater', 'adjustable steering', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'digital clock', 'cigarette lighter']","['adjustable head lights', 'fog lights front', 'fog lights rear', 'power adjustable exterior rear view mirror', 'wheel covers', 'power antenna', 'outside rear view mirror turn indicators']","['centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'anti theft device']",silver,k series engine,4.0,4.0,dohc,False,False,4265.0,1695.0,1685.0,2740.0,1480.0,1490.0,1160.0,1820.0,5 speed,fwd,7.0,power,5.2,disc,drum,164.0,13.0,tubeless radial,5.0,135.0,used,maharashtra,silver,first,Multi-Point Fuel Injection,17.6,,,80.9,6000.0,110.0,4000.0,73.0,
6d246056-289a-4dc8-9458-eb967be9c24c,,2019,minivans,manual,cng,140000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3646827/img-20230311-wa0008.jpg'}],5,False,maruti eeco cng 5 seater ac bsiv,maruti,maruti eeco,cng 5 seater ac bsiv,visnagar,390000.0,0,individual,partner,"['low fuel warning light', 'accessory power outlet', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'anti lock braking system', 'child safety locks']","['low fuel warning light', 'accessory power outlet', 'rear seat headrest']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'wheel covers', 'halogen headlamps']","['anti lock braking system', 'child safety locks', 'driver air bag', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'ebd', 'speed alert', 'no of airbags']",white,in-line engine,4.0,4.0,dohc,False,False,3675.0,1475.0,1825.0,2350.0,1280.0,1290.0,1050.0,1510.0,5 speed,rwd,5.0,manual,4.5,disc,drum,145.0,15.7,tubeless,5.0,275.0,used,gujarat,white,first,Multi-Point Fuel Injection,9.9,,,61.7,6000.0,85.0,3000.0,,
0d2eb3a4-38e8-4920-ad48-b112dfe13805,mulund west,2012,hatchback,manual,cng,79000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/zz1_crop_img_640ebaccab744_1678686924.jpg?imwidth=640'}],4,False,maruti wagon r lxi cng,maruti,maruti wagon r,lxi cng,mumbai,275000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'centeral locking', 'child safety locks', 'number of speaker']","['power steering', 'power windows front', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'chrome grille', 'chrome garnish', 'roof rail']","['centeral locking', 'child safety locks', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'anti theft device']",red,k10b engine,3.0,4.0,dohc,False,False,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,960.0,1350.0,5 speed,fwd,5.0,power,4.6,ventilated disc,drum,137.0,15.9,tubeless,5.0,180.0,used,maharashtra,red,second,,,,,58.16,6200.0,77.0,3500.0,69.0,
00388611-62bf-4619-8b5b-de62fb6524fb,chinchwadgaon,2019,hatchback,manual,cng,75000.0,0,[{'img': 'https://images10.gaadi.com/usedcar_image/original/used_car_2723069_1678624860.jpg?imwidth=640'}],11,False,hyundai santro sportz cng bsiv,hyundai,hyundai santro,sportz cng bsiv,pune,540000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'centeral locking', 'radio']","['power steering', 'power windows front', 'power windows rear', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front', 'multifunction steering wheel', 'rear acvents', 'navigation system', 'voice control', 'gear shift indicator']","['air conditioner', 'heater', 'tachometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'digital clock', 'dual tone dashboard']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'rear window defogger', 'wheel covers', 'integrated antenna', 'outside rear view mirror turn indicators', 'chrome grille', 'halogen headlamps']","['anti lock braking system', 'centeral locking', 'power door locks', 'child safety locks', 'driver air bag', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'crash sensor', 'ebd', 'anti theft device', 'no of airbags']",grey,,4.0,3.0,dohc,False,False,3610.0,1645.0,1560.0,2400.0,1463.0,1481.0,,,5 speed,fwd,5.0,power,,disc,drum,,,tubeless radial,5.0,235.0,used,maharashtra,grey,first,,,,,58.0,5500.0,84.33,4500.0,,
8248dced-35fb-4420-b8e9-db470e492cf5,mulund west,2014,hatchback,manual,cng,70000.0,0,[{'img': 'http://dealeradmin.gaadi.com/user/server/php/files72/img2723026/zz1_crop_img_640ec4152f264_1678689301.jpg?imwidth=640'}],8,False,maruti wagon r lxi cng,maruti,maruti wagon r,lxi cng,mumbai,320000.0,0,dealer,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'manually adjustable exterior rear view mirror', 'centeral locking', 'child safety locks', 'number of speaker']","['power steering', 'power windows front', 'remote trunk opener', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'rear seat headrest', 'cup holders front']","['air conditioner', 'heater', 'digital odometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'dual tone dashboard']","['adjustable head lights', 'manually adjustable exterior rear view mirror', 'power antenna', 'chrome grille', 'chrome garnish', 'roof rail']","['centeral locking', 'child safety locks', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'centrally mounted fuel tank', 'engine immobilizer', 'engine check warning', 'anti theft device']",brown,k10b engine,3.0,4.0,dohc,False,False,3599.0,1495.0,1700.0,2400.0,1295.0,1290.0,960.0,1350.0,5 speed,fwd,5.0,power,4.6,ventilated disc,drum,137.0,15.9,tubeless,5.0,180.0,used,maharashtra,brown,first,,,,,58.16,6200.0,77.0,3500.0,69.0,
2fa05385-8067-468a-8adb-ac0cce42e785,,2016,muv,manual,cng,20000.0,0,[{'img': 'https://stimg2.cardekho.com/images/usedcarimages/large/3-2023/3646760/20230303_120815.jpg'}],6,False,maruti ertiga vxi cng,maruti,maruti ertiga,vxi cng,mumbai,790000.0,0,individual,partner,"['power steering', 'power windows front', 'air conditioner', 'heater', 'adjustable head lights', 'fog lights front', 'anti lock braking system', 'brake assist', 'cd player']","['power steering', 'power windows front', 'power windows rear', 'remote fuel lid opener', 'low fuel warning light', 'accessory power outlet', 'trunk light', 'vanity mirror', 'rear reading lamp', 'rear seat headrest', 'rear seat centre arm rest', 'height adjustable front seat belts', 'cup holders front', 'multifunction steering wheel', 'rear acvents']","['air conditioner', 'heater', 'digital odometer', 'tachometer', 'electronic multi tripmeter', 'fabric upholstery', 'glove compartment', 'digital clock']","['adjustable head lights', 'fog lights front', 'power adjustable exterior rear view mirror', 'electric folding rear view mirror', 'wheel covers', 'power antenna', 'outside rear view mirror turn indicators', 'chrome grille', 'chrome garnish']","['anti lock braking system', 'brake assist', 'centeral locking', 'power door locks', 'child safety locks', 'anti theft alarm', 'driver air bag', 'passenger air bag', 'day night rear view mirror', 'passenger side rear view mirror', 'halogen headlamps', 'rear seat belts', 'seat belt warning', 'door ajar warning', 'side impact beams', 'front impact beams', 'adjustable seats', 'keyless entry', 'centrally mounted fuel tank', 'engine check warning', 'crash sensor', 'ebd', 'anti theft device', 'pretensioners and force limiter seatbelts']",grey,k14b petrol engine,4.0,4.0,dohc,False,False,4296.0,1695.0,1685.0,2740.0,1480.0,1490.0,1255.0,,5 speed,fwd,7.0,power,5.2,ventilated disc,drum,164.0,13.0,tubeless radial,5.0,135.0,used,maharashtra,grey,first,Multi-Point Fuel Injection,11.0,,,80.46,6000.0,112.0,4000.0,73.0,
